,주소,스타벅스입점,광역시도,시도
292,서울특별시 양천구 목동로 203 (신정동) 1층일부02-2602-3505,1,서울특별시,양천구
293,"서울특별시 양천구 오목로 279 (목동) 102,103,104,105호02-2642-3326",1,서울특별시,양천구
294,서울특별시 양천구 목동서로 299 (신정동)02-2061-3381,1,서울특별시,양천구
295,서울특별시 양천구 오목로 354 (목동)02-758-8941,1,서울특별시,양천구
296,서울특별시 양천구 남부순환로 430 (신월동)02-758-8930,1,서울특별시,양천구
297,서울특별시 양천구 목동서로 213 (목동) 세신비젼프라자02-758-8842,1,서울특별시,양천구
298,서울특별시 양천구 오목로 300 (목동)02-758-8610,1,서울특별시,양천구
299,"서울특별시 양천구 목동동로 411, 1동 116호(목동, 부영그린타운3차)02-758-8615",1,서울특별시,양천구
300,서울특별시 양천구 목동서로 67 (목동) 우성에펠타운02-758-8099,1,서울특별시,양천구
301,"서울특별시 양천구 목동동로 257, 현대백화점목동점 지하 2층 (목동)02-2163-1750",1,서울특별시,양천구
302,"서울특별시 양천구 목동서로 155, 목동파라곤 1층 (목동)02-758-8353",1,서울특별시,양천구
303,서울특별시 영등포구 여의대방로 376 (여의도동)02-780-3743,1,서울특별시,영등포구
304,서울특별시 영등포구 경인로 870 (영등포동1가)02-2068-3692,1,서울특별시,영등포구
305,서울특별시 영등포구 양평로 22 (당산동6가)02-2631-3397,1,서울특별시,영등포구
306,서울특별시 영등포구 국제금융로 10 (여의도동)  지하1층 178호02-6137-5178,1,서울특별시,영등포구
307,서울특별시 영등포구 의사당대로 26 (여의도동)02-782-3470,1,서울특별시,영등포구
308,서울특별시 영등포구 국제금융로6길 38 (여의도동)02-782-3565,1,서울특별시,영등포구
309,서울특별시 영등포구 국회대로 786 (여의도동)02-761-3466,1,서울특별시,영등포구
310,서울특별시 영등포구 영중로 119 (영등포동8가)02-2671-3369,1,서울특별시,영등포구
311,서울특별시 영등포구 여의공원로 101 (여의도동)02-3775-3359,1,서울특별시,영등포구
312,서울특별시 영등포구 의사당대로 8 (여의도동)02-780-3346,1,서울특별시,영등포구
313,서울특별시 영등포구 양평로 115 (양평동4가)02-2634-3258,1,서울특별시,영등포구
314,서울특별시 영등포구 의사당대로 83 (여의도동) 한국휴렛팩커드빌딩02-761-3236,1,서울특별시,영등포구
315,서울특별시 영등포구 선유동2로 57 (양평제1동) 이레빌딩02-2068-3224,1,서울특별시,영등포구
316,서울특별시 영등포구 국제금융로 86 (여의도동) 롯데캐슬 아이비02-758-8875,1,서울특별시,영등포구
317,서울특별시 영등포구 의사당대로 147 (여의도동) 알리안츠타워02-758-8834,1,서울특별시,영등포구
318,서울특별시 영등포구 신길로 137 (신길동)02-758-8813,1,서울특별시,영등포구
319,서울특별시 영등포구 당산로 34 (문래동3가)02-758-8833,1,서울특별시,영등포구
320,서울특별시 영등포구 양평로 64 (당산동6가)02-758-8713,1,서울특별시,영등포구
321,서울특별시 영등포구 국제금융로6길 7 (여의도동) 한양증권02-758-8711,1,서울특별시,영등포구
322,서울특별시 영등포구 은행로 11 (여의도동) 1층 1부02-758-8695,1,서울특별시,영등포구
323,"서울특별시 영등포구 영중로 9, 신세계백화점 B관 지하2층 (영등포동4가)02-2639-4072",1,서울특별시,영등포구
324,서울특별시 영등포구 경인로 775 (문래동3가) 에이스하이테크시티02-758-8210,1,서울특별시,영등포구
325,"서울특별시 영등포구 당산로 231, 대원빌딩 1,2층 (당산동6가)02-758-8270",1,서울특별시,영등포구
326,서울특별시 영등포구 국회대로70길 15-1 (여의도동)02-758-8008,1,서울특별시,영등포구
327,서울특별시 영등포구 국제금융로2길 28 (여의도동)02-758-8007,1,서울특별시,영등포구
328,"서울특별시 영등포구 국제금융로 56, 대우증권빌딩 1층 (여의도동)02-758-8052",1,서울특별시,영등포구
329,서울특별시 영등포구 의사당대로 127 (여의도동) 롯데캐슬앰파이어 1층 104호02-758-8127,1,서울특별시,영등포구
330,"서울특별시 영등포구 선유로 64, 대창타운빌 1층 (문래동3가)02-758-8324",1,서울특별시,영등포구
331,"서울특별시 영등포구 영중로 9, 신세계백화점 B관 1층 (영등포동4가)02-2639-4058",1,서울특별시,영등포구
332,"서울특별시 영등포구 여의대방로65길 24, 호성빌딩 1층 (여의도동)02-758-8379",1,서울특별시,영등포구
333,"서울특별시 영등포구 영중로 15, 타임스퀘어 단지 지하2층 (영등포동4가)02-758-8415",1,서울특별시,영등포구
334,서울특별시 영등포구 영등포로 254 (영등포동3가)02-758-8335,1,서울특별시,영등포구
335,서울특별시 영등포구 영중로 15 (영등포동4가) 타임스퀘어02-758-8303,1,서울특별시,영등포구
336,"서울특별시 영등포구 국회대로74길 12, 남중빌딩 1층 (여의도동)02-758-8348",1,서울특별시,영등포구
337,서울특별시 영등포구 국제금융로 10 (여의도동)02-6137-9955,1,서울특별시,영등포구
338,서울특별시 은평구 통일로 715 02-352-3711,1,서울특별시,은평구
339,서울특별시 은평구 진관3로 21 은평엘크루 101동 105-108호02-389-3557,1,서울특별시,은평구
340,서울특별시 은평구 통일로 842 (불광동)02-358-3491,1,서울특별시,은평구
341,서울특별시 은평구 통일로 867 (갈현동)02-388-3348,1,서울특별시,은평구
342,서울특별시 은평구 진관2로 1202-758-8934,1,서울특별시,은평구
343,서울특별시 은평구 은평로 170 (응암동)02-758-8762,1,서울특별시,은평구
344,서울특별시 은평구 은평로 111 (응암동)02-758-8139,1,서울특별시,은평구
345,서울특별시 은평구 연서로 146 (대조동)02-758-8515,1,서울특별시,은평구
346,서울특별시 종로구 율곡로2길 25 (수송동)02-730-3742,1,서울특별시,종로구
347,서울특별시 종로구 대학로12길 4 1~2층02-742-3673,1,서울특별시,종로구
348,서울특별시 종로구 새문안로3길 15 (당주동)02-3210-3760,1,서울특별시,종로구
349,서울특별시 종로구 평창12길 3 (평창동)02-396-3631,1,서울특별시,종로구
350,서울특별시 종로구 종로 6 (서린동)02-733-3592,1,서울특별시,종로구
351,서울특별시 종로구 종로 51 (종로2가)02-722-3507,1,서울특별시,종로구
352,서울특별시 종로구 통일로 168-1 (교남동)02-737-3544,1,서울특별시,종로구
353,서울특별시 종로구 새문안로5가길 28 (적선동)02-722-3549,1,서울특별시,종로구
354,"서울특별시 종로구 종로 344 (숭인동, 대우디오빌) 101호 일부, 201호 일부02-2234-4265",1,서울특별시,종로구
355,서울특별시 종로구 삼봉로 71 (수송동)02-6281-3272,1,서울특별시,종로구
356,서울특별시 종로구 북촌로4길 23 (계동)02-758-8827,1,서울특별시,종로구
357,서울특별시 종로구 종로5길 30 (청진동) 1~3층02-758-8818,1,서울특별시,종로구
358,서울특별시 종로구 새문안로 92 (신문로1가) 광화문오피시아빌딩02-758-8788,1,서울특별시,종로구
359,서울특별시 종로구 북촌로 5-1 (재동)02-758-8779,1,서울특별시,종로구
360,서울특별시 종로구 삼청로 111-1 (삼청동)02-758-8771,1,서울특별시,종로구
361,서울특별시 종로구 종로3길 17 (청진동) D타워02-758-8954,1,서울특별시,종로구
362,서울특별시 종로구 돈화문로 13 (관수동) 서울극장02-758-8269,1,서울특별시,종로구
363,"서울특별시 종로구 새문안로5길 55, 노스게이트빌딩 1층 (적선동)02-758-8050",1,서울특별시,종로구
364,서울특별시 종로구 인사동길 14 (인사동)02-758-8022,1,서울특별시,종로구
365,서울특별시 종로구 청계천로 41 (서린동) 영풍빌딩02-758-8083,1,서울특별시,종로구
366,"서울특별시 종로구 세종대로 167, 현대해상본사사옥 별관내 (세종로)02-758-8036",1,서울특별시,종로구
367,서울특별시 종로구 창경궁로 235 (명륜3가)02-758-8249,1,서울특별시,종로구
368,서울특별시 종로구 사직로8길 4 (사직동) 광화문 풍림스페이스본02-758-8235,1,서울특별시,종로구
369,서울특별시 종로구 종로 183 (인의동) 효성주얼리시티02-6744-4882,1,서울특별시,종로구
370,서울특별시 종로구 종로 64 (종로2가)02-758-8169,1,서울특별시,종로구
371,서울특별시 종로구 삼일대로19길 20 (관철동)02-758-8168,1,서울특별시,종로구
372,서울특별시 종로구 청계천로 59 (관철동)02-758-8154,1,서울특별시,종로구
373,서울특별시 종로구 동숭길 110 (동숭동)02-758-8430,1,서울특별시,종로구
374,"서울특별시 종로구 종로12길 21, 2층 (관철동)02-758-8360",1,서울특별시,종로구
375,"서울특별시 종로구 자하문로4길 6, 1층 (통의동)02-758-8359",1,서울특별시,종로구
376,서울특별시 종로구 종로1길 42 (수송동)02-758-8405,1,서울특별시,종로구
377,서울특별시 종로구 대명길 5 (명륜4가)02-758-8316,1,서울특별시,종로구
378,"서울특별시 종로구 대학로 116, 1-2층 (동숭동)02-758-8315",1,서울특별시,종로구
379,"서울특별시 종로구 종로 113-1, 1-4층 (종로3가)02-758-8339",1,서울특별시,종로구
380,"서울특별시 종로구 대학로 57, 홍익대학교 대학로캠퍼스 內 (연건동)02-758-8558",1,서울특별시,종로구
381,서울특별시 종로구 삼일대로 403-1 (인사동)02-758-8548,1,서울특별시,종로구
382,"서울특별시 종로구 율곡로 6, B동 101호(중학동, 트윈트리타워)02-758-8386",1,서울특별시,종로구
383,서울특별시 종로구 삼일대로20길 13 (관수동)02-758-8560,1,서울특별시,종로구
384,서울특별시 중구 세종대로12길 12 (남대문로4가)02-3789-3661,1,서울특별시,중구
385,서울특별시 중구 세종대로 39 상공회의소회관 1층02-6050-1180,1,서울특별시,중구
386,서울특별시 중구 명동9길 16 (명동1가)02-3789-3640,1,서울특별시,중구
387,서울특별시 중구 을지로 251 (을지로6가)02-2269-3667,1,서울특별시,중구
388,서울특별시 중구 서애로 1길 1102-2269-3296,1,서울특별시,중구
389,서울특별시 중구 소공로 63 (충무로1가)02-310-1514,1,서울특별시,중구
390,서울특별시 중구 을지로 51 (을지로2가)02-754-3429,1,서울특별시,중구
391,서울특별시 중구 퇴계로 18 (남대문로5가)02-6366-1381,1,서울특별시,중구
392,서울특별시 중구 장충단로 229 (광희동1가)02-2279-3345,1,서울특별시,중구
393,서울특별시 중구 남대문로 109 (다동)02-752-3464,1,서울특별시,중구
394,서울특별시 중구 장충단로 166 (장충동1가)02-2264-3364,1,서울특별시,중구
395,서울특별시 중구 다산로 258 (흥인동)02-2253-3318,1,서울특별시,중구
396,서울특별시 중구 통일로 10 (남대문로5가)02-2259-3331,1,서울특별시,중구
397,서울특별시 중구 퇴계로 72 (회현동) 리더스뷰남산02-758-8986,1,서울특별시,중구
398,서울특별시 중구 남대문로10길 9 (삼각동) 경기빌딩02-758-8981,1,서울특별시,중구
399,서울특별시 중구 삼일대로 358 (을지로2가)02-6250-8280,1,서울특별시,중구
400,서울특별시 중구 퇴계로 77 (충무로1가)02-310-1431,1,서울특별시,중구
401,서울특별시 중구 소공로 70 (충무로 1가) 서울 중앙 우체국02-758-8979,1,서울특별시,중구
402,서울특별시 중구 세종대로 124 (태평로1가)02-722-3263,1,서울특별시,중구
403,서울특별시 중구 명동길 60 (명동 2가)02-758-8903,1,서울특별시,중구
404,서울특별시 중구 다산로 129 (신당동)02-758-8862,1,서울특별시,중구
405,서울특별시 중구 수표로 34 (저동2가)02-758-8857,1,서울특별시,중구
406,서울특별시 중구 명동10길 4102-758-8849,1,서울특별시,중구
407,서울특별시 중구 세종대로18길 32 (소공동) 삼원빌딩02-758-8843,1,서울특별시,중구
408,서울특별시 중구 서소문로 120 (서소문동) 대한빌딩02-758-8832,1,서울특별시,중구
409,"서울특별시 중구 퇴계로 385, 1층 (흥인동)02-758-8669",1,서울특별시,중구
410,서울특별시 중구 명동9가길 14 (을지로1가) 메트로호텔02-758-8764,1,서울특별시,중구
411,"서울특별시 중구 세종대로 17, 와이즈타워 1층 (남대문로5가)02-758-8087",1,서울특별시,중구
412,"서울특별시 중구 칠패로 27, 1층 (순화동)02-758-8209",1,서울특별시,중구
413,서울특별시 중구 퇴계로 212 (필동 2가)02-758-8030,1,서울특별시,중구
414,서울특별시 중구 소공로 112 (소공동)02-758-8140,1,서울특별시,중구
415,서울특별시 중구 무교로 21 (무교동) 코오롱빌딩 1층02-758-8037,1,서울특별시,중구
416,서울특별시 중구 새문안로 22 (충정로1가) 문화일보02-758-8047,1,서울특별시,중구
417,"서울특별시 중구 세종대로 72, 대영빌딩 1층 (태평로2가)02-758-8039",1,서울특별시,중구
418,"서울특별시 중구 세종대로9길 41, 퍼시픽타워 1층 (서소문동)02-758-8079",1,서울특별시,중구
419,"서울특별시 중구 소월로 10, 단암빌딩 (남대문로5가)02-758-8306",1,서울특별시,중구
420,서울특별시 중구 청계천로 400 (황학동) 롯데캐슬베네치아02-2048-5257,1,서울특별시,중구
421,서울특별시 중구 서소문로 130 (서소문동)02-758-8181,1,서울특별시,중구
422,"서울특별시 중구 명동 7길 8, 2층 (명동 1가)02-758-8318",1,서울특별시,중구
423,서울특별시 중구 을지로5길 16 삼화타워1층02-758-8483,1,서울특별시,중구
424,"서울특별시 중구 남대문로7길 19, 삼영빌딩 1층 일부 (소공동)02-758-8569",1,서울특별시,중구
425,서울특별시 중구 서소문로 99 (서소문동)02-758-8409,1,서울특별시,중구
426,"서울특별시 중구 을지로 50, 1층 (을지로 2가)02-758-8385",1,서울특별시,중구
427,서울특별시 중구 통일로 92 (순화동) 에이스타워빌딩02-758-8372,1,서울특별시,중구
428,"서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)02-758-8504",1,서울특별시,중구
429,"서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)02-758-8505",1,서울특별시,중구
430,"서울특별시 중구 퇴계로 197, 충무빌딩 1층 (필동 2가)02-758-8395",1,서울특별시,중구
431,"서울특별시 중구 퇴계로 101, 건물 전체 (충무로 1가)02-758-8562",1,서울특별시,중구
432,서울특별시 중구 퇴계로 100 (회현동2가)02-758-8539,1,서울특별시,중구
433,서울특별시 중구 남대문로 68-1 (명동2가)02-758-8506,1,서울특별시,중구
434,서울특별시 강동구 양재대로 1647 (명일동)02-427-3681,1,서울특별시,강동구
435,서울특별시 강동구 성내로 32 (성내동)02-489-3652,1,서울특별시,강동구
436,서울특별시 강동구 고덕로 43 (암사동)02-426-3583,1,서울특별시,강동구
437,"서울특별시 강동구 천호대로 1089 (천호동, 강동 헤르셔)02-477-3319",1,서울특별시,강동구
438,서울특별시 강동구 양재대로 1303 (성내동) 평원빌딩02-478-3240,1,서울특별시,강동구
439,서울특별시 강동구 천호대로 1037 (천호동)02-758-8923,1,서울특별시,강동구
440,서울특별시 강동구 천호대로 1015-14 (천호동) 이마트별관02-758-8732,1,서울특별시,강동구
441,서울특별시 강동구 양재대로 1487 (길동)02-758-8776,1,서울특별시,강동구
442,"서울특별시 강동구 상일로10길 36, 1~2층 (상일동)02-758-8670",1,서울특별시,강동구
443,서울특별시 강동구 강동대로 171 (성내동)02-758-8761,1,서울특별시,강동구
444,"서울특별시 강동구 천호대로 1012, 태승빌딩 (성내동)02-758-8296",1,서울특별시,강동구
445,서울특별시 강동구 동남로75길 5 (명일동) 명일이마트별관주차장02-758-8752,1,서울특별시,강동구
446,"서울특별시 강동구 양재대로 1441, 1층 (길동)02-758-8342",1,서울특별시,강동구
447,서울특별시 구로구 경인로 610 (신도림동)02-2635-3516,1,서울특별시,구로구
448,서울특별시 구로구 디지털로32길 30 (구로동)02-2103-5088,1,서울특별시,구로구
449,서울특별시 구로구 경인로 216 (오류동)02-758-8775,1,서울특별시,구로구
450,"서울특별시 구로구 디지털로33길 11, 에이스테크노8차 1층 (구로동)02-758-8655",1,서울특별시,구로구
451,"서울특별시 구로구 디지털로31길 61, 신세계디지털센터 101호 (구로동)02-758-8092",1,서울특별시,구로구
452,"서울특별시 구로구 디지털로 285, 에이스트윈타워1차 103호 (구로동)02-758-8161",1,서울특별시,구로구
453,"서울특별시 구로구 디지털로26길 5, 에이스하이엔드타워1차 103호 (구로동)02-758-8340",1,서울특별시,구로구
454,서울특별시 구로구 경인로 662 (신도림동)02-2210-9237,1,서울특별시,구로구
455,"서울특별시 구로구 디지털로32길 72, 구로호텔 1층 (구로동)02-758-8555",1,서울특별시,구로구
456,서울특별시 구로구 경인로 662 (신도림동)02-2210-9797,1,서울특별시,구로구
457,서울특별시 동대문구 천호대로 263 (답십리동)02-2245-3417,1,서울특별시,동대문구
458,서울특별시 동대문구 회기로 141 (회기동)02-959-3391,1,서울특별시,동대문구
459,서울특별시 동대문구 이문로 93 (이문동)02-965-3373,1,서울특별시,동대문구
460,서울특별시 동대문구 왕산로 19 (신설동)02-758-8942,1,서울특별시,동대문구
461,서울특별시 동대문구 이문로 37 (회기동)02-758-8767,1,서울특별시,동대문구
462,서울특별시 동대문구 휘경로 12-1 (이문동)02-758-8132,1,서울특별시,동대문구
463,서울특별시 동대문구 장한로 10 (장안동)02-758-8475,1,서울특별시,동대문구
464,서울특별시 동대문구 경희대로 16-1 (회기동)02-758-8351,1,서울특별시,동대문구
465,서울특별시 성동구 아차산로 42 (성수동1가)02-469-3488,1,서울특별시,성동구
466,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스)02-2294-3409",1,서울특별시,성동구
467,서울특별시 성동구 성수이로 94 (성수동2가)02-469-3460,1,서울특별시,성동구
468,서울특별시 성동구 왕십리로 382 (하왕십리동)02-2294-3342,1,서울특별시,성동구
469,서울특별시 성동구 왕십리로 326 (도선동)02-758-8900,1,서울특별시,성동구
470,서울특별시 성동구 행당동 왕십리로 241 B1층02-758-8846,1,서울특별시,성동구
471,서울특별시 성동구 왕십리로 225 (행당동)02-758-8015,1,서울특별시,성동구
472,서울특별시 성동구 왕십리광장로 17 (행당동)02-2200-6250,1,서울특별시,성동구
473,서울특별시 성동구 뚝섬로 379 (성수동2가) 이마트 성수점02-758-8282,1,서울특별시,성동구
474,서울특별시 용산구 이태원로 188 (이태원동)02-798-9780,1,서울특별시,용산구
475,서울특별시 용산구 이태원로 252 (한남동)02-797-3556,1,서울특별시,용산구
476,"서울특별시 용산구 한강대로 69 (한강로2가, 용산푸르지오써밋)02-749-3550",1,서울특별시,용산구
477,서울특별시 용산구 이촌로 276 (이촌동)02-3785-3518,1,서울특별시,용산구
478,"서울특별시 용산구 한강대로 95 (한강로2가, 래미안용산)02-794-3487",1,서울특별시,용산구
479,"서울특별시 용산구 서빙고로 67 (용산동5가, 파크타워)02-3785-3386",1,서울특별시,용산구
480,서울특별시 용산구 한강대로 275 (갈월동)02-3275-3320,1,서울특별시,용산구
481,서울특별시 용산구 독서당로 94 (한남동)070-7831-9088,1,서울특별시,용산구
482,서울특별시 용산구 남산공원길 105 (용산동2가) YTN서울타워 1층02-319-3246,1,서울특별시,용산구
483,서울특별시 용산구 한강대로 372 (동자동)02-758-8734,1,서울특별시,용산구
484,"서울특별시 용산구 이태원로 213, 1,2층 (한남동)02-758-8622",1,서울특별시,용산구
485,서울특별시 용산구 대사관로 67 (한남동)02-758-8600,1,서울특별시,용산구
486,서울특별시 용산구 청파로47길 57 (청파동3가)02-758-8191,1,서울특별시,용산구
487,서울특별시 용산구 장문로 12 (동빙고동)02-798-8262,1,서울특별시,용산구
488,서울특별시 용산구 한강대로 291 (갈월동)02-758-8377,1,서울특별시,용산구
489,서울특별시 용산구 한강대로23길 5502-2012-2907,1,서울특별시,용산구
490,서울특별시 용산구 이촌로 198 (이촌동)02-758-8368,1,서울특별시,용산구
491,"서울특별시 중랑구 상봉로 131 (상봉동, 상봉 듀오트리스 주상복합)02-438-5223",1,서울특별시,중랑구
492,서울특별시 중랑구 망우로30길 3 (상봉동)02-758-8935,1,서울특별시,중랑구
493,서울특별시 중랑구 신내로 7202-758-8887,1,서울특별시,중랑구
494,서울특별시 중랑구 면목로 31002-758-8823,1,서울특별시,중랑구
495,"서울특별시 중랑구 망우로 307, ,3,4번지 (상봉동)02-758-8486",1,서울특별시,중랑구
496,"서울특별시 중랑구 동일로 932, 묵동이마트 B1층 (묵동)02-758-8370",1,서울특별시,중랑구
497,경기도 고양시 일산동구 무궁화로 294 (풍동)031-903-3601,1,경기도,고양시
498,경기도 고양시 일산동구 식사동 814 경기도 고양시 일산동구 동국로 27031-961-9180,1,경기도,고양시
499,경기도 고양시 일산동구 백마로 475 (풍동)031-903-3461,1,경기도,고양시
500,경기도 고양시 일산동구 강송로 33 (백석동)031-849-6688,1,경기도,고양시
501,경기도 고양시 일산동구 위시티2로11번길 31 (식사동)031-968-8814,1,경기도,고양시
502,경기도 고양시 일산동구 무궁화로 237 (중산동)031-977-8795,1,경기도,고양시
503,"경기도 고양시 일산동구 중앙로 1054, 1층 (백석동)031-903-8618",1,경기도,고양시
504,경기도 고양시 일산동구 중앙로 1059 (백석동)031-907-6755,1,경기도,고양시
505,경기도 고양시 일산동구 중앙로1275번길 38-9 (장항동)031-908-8625,1,경기도,고양시
506,경기도 고양시 일산동구 일산로 237 (마두동)031-904-7968,1,경기도,고양시
507,경기도 고양시 일산동구 정발산로 24 (장항동)031-931-5283,1,경기도,고양시
508,경기도 고양시 일산동구 중앙로 1191 (장항동)031-907-6482,1,경기도,고양시
509,"경기도 고양시 일산동구 정발산로 이스턴시티 38번지 116,117호031-904-7521",1,경기도,고양시
510,경기도 과천시 중앙로 277 (중앙동)02-504-3497,1,경기도,과천시
511,경기도 과천시 별양상가3로 11 이마트 1층(별양동)02-758-8033,1,경기도,과천시
512,"경기도 과천시 중앙로 129, 고려빌딩 1층 (중앙동)02-758-8369",1,경기도,과천시
513,경기도 광명시 범안로 1036 (하안동)02-897-3672,1,경기도,광명시
514,"경기도 광명시 양지로 16 (일직동, 광명역써밋플레이스)02-898-3617",1,경기도,광명시
515,경기도 광명시 오리로 361 (소하동)02-898-3671,1,경기도,광명시
516,경기도 광명시 금하로 464 (소하동)02-897-3386,1,경기도,광명시
517,경기도 광명시 광명로 907 (광명동)02-2619-3389,1,경기도,광명시
518,경기도 광명시 디지털로 17 (철산1동) 가림빌딩02-2689-3192,1,경기도,광명시
519,경기도 광명시 범안로 1060 (하안동)02-758-8825,1,경기도,광명시
520,경기도 광명시 오리로 865 (철산동)02-2625-5466,1,경기도,광명시
521,경기도 광주시 오포읍 태재로 37 031-717-3566,1,경기도,광주시
522,경기도 광주시 광주대로 35 (경안동)031-765-9893,1,경기도,광주시
523,경기도 구리시 경춘북로252 A101 031-572-3631,1,경기도,구리시
524,"경기도 구리시 건원대로 67, 1층 (인창동)031-568-8682",1,경기도,구리시
525,"경기도 구리시 검배로 5, 우진빌딩 (수택동)031-567-8593",1,경기도,구리시
526,경기도 군포시 고산로701 031-392-3638,1,경기도,군포시
527,"경기도 군포시 산본로343번길 9, 성진빌딩 1층 (산본동)031-391-8216",1,경기도,군포시
528,"경기도 군포시 번영로 497, 금화프라자 1층 (산본동)031-392-8435",1,경기도,군포시
529,"경기도 군포시 산본로 398, 태주빌딩 2층031-398-9447",1,경기도,군포시
530,경기도 남양주시 진접읍 해밀예당1로27 031-529-3642,1,경기도,남양주시
531,경기도 남양주시 진접읍 금강로 1477 031-529-3287,1,경기도,남양주시
532,경기도 남양주시 와부읍 경강로 772 031-577-3227,1,경기도,남양주시
533,경기도 남양주시 별내5로5번길 15 (별내동)031-575-3328,1,경기도,남양주시
534,경기도 남양주시 경춘로 1269031-591-5938,1,경기도,남양주시
535,경기도 남양주시 별내중앙로 64 1-2층031-572-1861,1,경기도,남양주시
536,"경기도 남양주시 늘을1로16번길 25, 성보빌딩 (호평동)031-595-4597",1,경기도,남양주시
537,경기도 부천시 소사구 경인로 485032-349-7884,1,경기도,부천시
538,경기도 부천시 원미구 석천로 188 (중동)032-327-3356,1,경기도,부천시
539,"경기도 부천시 원미구 길주로 180, 현대백화점부천중동점 중동점 지하1층 (중동)032-623-2872",1,경기도,부천시
540,경기도 부천시 원미구 조마루로 2 (상동)032-220-7988,1,경기도,부천시
541,"경기도 부천시 원미구 부일로 204, 루치올라빌딩 (상동)032-323-8434",1,경기도,부천시
542,"경기도 부천시 원미구 부천로 7, 1,2층 (심곡동)032-612-8531",1,경기도,부천시
543,경기도 부천시 원미구 상동로 87 (상동)032-325-8433,1,경기도,부천시
544,경기도 성남시 분당구 판교역로 152 (백현동)031-622-7191,1,경기도,성남시
545,"경기도 성남시 분당구 동판교로177번길 25 (삼평동, 판교 호반 써밋 플레이스)031-702-3603",1,경기도,성남시
546,경기도 성남시 분당구 성남대로925번길 16 (야탑동)031-705-3449,1,경기도,성남시
547,경기도 성남시 분당구 이매로 15 (이매동)031-8017-3439,1,경기도,성남시
548,경기도 성남시 분당구 새마을로175번길 4 (율동)031-703-3403,1,경기도,성남시
549,경기도 성남시 분당구 정자로 82 (정자동)031-712-3290,1,경기도,성남시
550,경기도 성남시 분당구 대왕판교로606번길 10 (백현동 알파돔시티)031-703-3531,1,경기도,성남시
551,경기도 성남시 분당구 운중로 132 (운중동)031-8017-1927,1,경기도,성남시
552,경기도 성남시 분당구 판교로 227번길 6 (삼평동)031-8016-6912,1,경기도,성남시
553,경기도 성남시 분당구 판교로 372 (삼평동)031-8017-7902,1,경기도,성남시
554,경기도 성남시 분당구 판교역로 192번길 14 (삼평동)031-8017-7589,1,경기도,성남시
555,경기도 성남시 분당구 황새울로360번길 19 (서현동) 금화빌딩031-8017-8773,1,경기도,성남시
556,"경기도 성남시 분당구 대왕판교로606번길 58, 판교푸르지오월드마크 1층 (삼평동)031-8016-5666",1,경기도,성남시
557,경기도 성남시 분당구 성남대로 151 (구미동)031-724-1337,1,경기도,성남시
558,경기도 성남시 분당구 수내로46번길 12 (수내동) 코아빌딩031-715-9708,1,경기도,성남시
559,경기도 성남시 분당구 성남대로343번길 12-2 (정자동)031-719-1945,1,경기도,성남시
560,경기도 성남시 분당구 분당로 43 (서현동)031-708-6758,1,경기도,성남시
561,"경기도 성남시 분당구 야탑로81번길 11, 뉴코아 야탑점 아울렛 1층 (야탑동)031-702-0385",1,경기도,성남시
562,경기도 성남시 분당구 돌마로 43 (금곡동) 메디파크빌딩031-714-9753,1,경기도,성남시
563,"경기도 성남시 분당구 황새울로 234, 분당트라팰리스 (수내동)031-718-2079",1,경기도,성남시
564,"경기도 성남시 분당구 정자일로213번길 18, 201동 101호(정자동, 성원상떼뷰)031-714-8264",1,경기도,성남시
565,"경기도 성남시 분당구 황새울로359번길 11, 미래에셋빌딩 1층 (서현동)031-705-8247",1,경기도,성남시
566,경기도 성남시 분당구 성남대로916번길 11 (야탑동)031-8016-8416,1,경기도,성남시
567,"경기도 성남시 분당구 정자일로 166, SPG센터 (정자동)031-8022-8559",1,경기도,성남시
568,"경기도 성남시 분당구 구미로173번길 82, 분당서울대학교병원 신관 4층 (구미동)031-716-6583",1,경기도,성남시
569,"경기도 성남시 분당구 구미로173번길 82, 분당서울대학교병원 신관 1층 (구미동)031-715-6581",1,경기도,성남시
570,경기도 성남시 분당구 황새울로335번길 5 (서현동)031-696-1203,1,경기도,성남시
571,"경기도 성남시 분당구 서현로210번길 20, 1층 (서현동)031-8016-7387",1,경기도,성남시
572,"경기도 성남시 분당구 성남대로 32, 1층 (구미동)031-719-8349",1,경기도,성남시
573,"경기도 성남시 분당구 성남대로 393, 두산위브파빌리온 1층 (정자동)031-784-9670",1,경기도,성남시
574,"경기도 성남시 분당구 백현로101번길 30, 1-2층 (수내동)031-714-8308",1,경기도,성남시
575,경기도 성남시 분당구 성남대로 275 (정자동)031-715-9461,1,경기도,성남시
576,경기도 성남시 분당구 불정로 134 (정자동)031-716-8397,1,경기도,성남시
577,"경기도 성남시 분당구 판교역로 231, 에이치스퀘어 (삼평동)031-8018-4436",1,경기도,성남시
578,경기도 성남시 분당구 성남대로 45 (구미동)031-714-9525,1,경기도,성남시
579,"경기도 성남시 분당구 판교역로 230, 판교 삼환 HIPEX (삼평동)031-696-0308",1,경기도,성남시
580,경기도 성남시 중원구 산성대로426번길 2 (금광동)031-734-3765,1,경기도,성남시
